room_type,price,minimum_nights,Cluster1,Cluster2
0.01031749680309459,0.175397445652608,0.02063499360618918,2,0
0.0,0.2992766868444532,0.2061683842706233,2,0
0.0031351636257976982,0.08151425427074015,0.01567581812898849,2,0
0.0,0.7295044903579072,0.024316816345263573,1,1
0.002585842178664906,0.3103010614397887,0.07757526535994717,2,0
0.0,0.37615695693131174,0.2507713046208745,0,0
0.0,0.5403994667553008,0.0125674294594256,0,1
0.0,0.3239131429802393,0.2776398368402051,2,0
0.0,0.31366890736838615,0.00960210940923631,2,0
0.0,0.199089910375715,0.18377530188527538,2,0
0.0,0.6692229980085236,0.022307433266950786,1,1
0.0,0.67429441977678,0.029968640878967997,1,1
0.0,0.4634028743252917,0.0070568965633293155,0,0
0.0,0.7870516705070502,0.04372509280594723,1,1
0.0,0.16627453614223067,0.005542484538074356,2,0
0.0,0.4698671014406143,0.21686173912643736,0,0
0.0027165749580595603,0.11952929815462066,0.0027165749580595603,2,0
0.0,0.1613871677566773,0.0078090565043553535,2,0
0.0031809786233211517,0.12723914493284608,0.0031809786233211517,2,0
0.002868474709947207,0.07171186774868017,0.014342373549736035,2,0
0.0,0.278952201548814,0.29289981162625467,2,0
0.0,0.23726549096582455,0.02965818637072807,2,0
0.007266362679794989,0.36331813398974944,0.021799088039384965,0,0
0.007809762010543561,0.33581976645337314,0.015619524021087123,2,0
0.009513460193944365,0.3805384077577746,0.009513460193944365,0,0
0.003856375882557506,0.1388295317720702,0.003856375882557506,2,0
0.0,0.3615863961752513,0.012154164577319371,0,0
0.0,0.37833018344715835,0.02101834352484213,0,0
0.01264100842937937,0.5309223540339335,0.03792302528813811,0,1
0.0,0.17254555643679667,0.21568194554599585,2,0
0.0,0.8262461143270063,0.015492114643631368,1,1
0.0,0.3963014748743315,0.022645798564247515,0,0
0.0,0.9370187017169753,0.05323969896119178,1,1
0.005110106723647811,0.22484469584050365,0.005110106723647811,2,0
0.0,0.8013068960393193,0.01780681991198487,1,1
0.0,0.1791872952003028,0.19547704930942122,2,0
0.0,0.8147014251182734,0.012220521376774101,1,1
0.0,0.25042978937213745,0.009391117101455154,2,0
0.0,0.4842237454339197,0.019764234507506927,0,0
0.0,0.14687058658773536,0.24033368714356695,2,0
0.0,0.48475368469344643,0.01864437248820948,0,0
0.0,0.4207871967203444,0.02337706648446358,0,0
0.0,0.6520678287194359,0.010867797145323932,0,1
0.002697175723285533,0.09979550176156472,0.016183054339713197,2,0
0.0,0.14262624372616597,0.00548562475869869,2,0
0.005958585765218116,0.2621777736695971,0.017875757295654347,2,0
0.0,0.590957872276181,0.011587409260317275,0,1
0.0,0.20763354769477668,0.007415483846242024,2,0
0.0,0.22003919382911769,0.008251469768591913,2,0
0.0,0.4406703660397962,0.009528007914373972,0,0
0.0,0.3498611317982188,0.014280046195845665,2,0
0.0,0.45242183143180786,0.011675402101466009,0,0
0.0,0.28359694893069665,0.012154154954172712,2,0
0.0,0.15761181952244793,0.005947615831035771,2,0
0.0,0.4285987908632035,0.018368519608423006,0,0
0.0,0.22041937398053912,0.008816774959221566,2,0
0.0025016169548741003,0.20012935638992804,0.0050032339097482005,2,0
0.002523584973273129,0.1211320787171102,0.005047169946546258,2,0
0.0,0.5857147033421229,0.051378482749309035,0,1
0.0,0.47776954460147913,0.01592565148671597,0,0
0.0,0.9519766001910074,0.005644130040658147,1,1
0.0,0.13191195386458474,0.002638239077291695,2,0
0.0,0.22758819990242174,0.16652795114811347,2,0
0.0,0.20395131422038384,0.007648174283264394,2,0
0.0,0.2356448236967104,0.011782241184835519,2,0
0.0,0.2969361782789668,0.01696778161594096,2,0
0.0,0.5715152744085878,0.013188814024813566,0,1
0.0,0.19646800385870383,0.005694724749527647,2,0
0.0,0.22034438684907018,0.04113095221182644,2,0
0.0,0.21059206489484097,0.1858165278483891,2,0
0.0,0.9701588307266887,0.05432889452069457,1,1
0.0,0.19991985220327496,0.005711995777236427,2,0
0.0,0.19045031347854358,0.006455942829781138,2,0
0.0,0.3309778378562794,0.00344768581100291,2,0
0.0025172276115550535,0.13844751863552793,0.005034455223110107,2,0
0.0,0.16194313993470352,0.08833262178256557,2,0
0.00958209135486068,0.38328365419442717,0.01916418270972136,0,0
0.0,0.21895645373536995,0.0027031660954983947,2,0
0.0026961662476989294,0.14020064488034434,0.008088498743096788,2,0
0.0,0.2621297536756107,0.014893736004296063,2,0
0.0,0.27321893819421245,0.027321893819421243,2,0
0.0,0.5252377499231127,0.006524692545628728,0,1
0.0,0.2530496337862912,0.007786142578039728,2,0
0.0,0.2684548347159823,0.016778427169748894,2,0
0.0,0.2932082003637913,0.011967681647501687,2,0
0.0,0.47626940226108666,0.00807236275018791,0,0
0.0043120365827198194,0.09917684140255584,0.021560182913599096,2,0
0.0027420321266524044,0.10968128506609617,0.013710160633262022,2,0
0.007468845850834222,0.2614096047791978,0.052281920955839556,2,0
0.0,0.2048106162839164,0.011703463787652366,2,0
0.0,0.6111654227755056,0.01527913556938764,0,1
0.023649182540045385,0.9932656666819061,0.023649182540045385,1,1
0.0,0.24889966273620834,0.19911973018896667,2,0
0.0,0.2503625475796887,0.15647659223730542,2,0
0.0,0.13642825462351432,0.17794989733501868,2,0
0.0,0.6447943382642343,0.0021783592508926833,0,1
0.0,0.5689051733310845,0.002331578579225756,0,1
0.011082259270278595,0.2216451854055719,0.011082259270278595,2,0
0.0,0.3472054710004685,0.02083232826002811,2,0
0.0,0.34873265391342856,0.01182144589537046,2,0
0.0,0.2652534386275818,0.007073425030068847,2,0
0.0,0.5109830172012875,0.006011564908250441,0,0
0.0,0.1702244599093999,0.26188378447599986,2,0
0.010094813544252965,0.35331847404885375,0.15142220316379446,2,0
0.0,0.8501942689561087,0.00453436943443258,1,1
0.0035833772631402297,0.10391794063106666,0.025083640841981607,2,0
0.0,0.1288319282415629,0.24961186096802812,2,0
0.0,0.30727641606534406,0.013656729602904179,2,0
0.0,0.6520196996180538,0.016300492490451346,0,1
0.0024865244542778314,0.062163111356945785,0.004973048908555663,2,0
0.0,0.37227078674418945,0.018929023054789294,0,0
0.0,0.4930571104968455,0.005733222215079598,0,0
0.0,0.4001616687255531,0.24898948276256636,0,0
0.0,0.278574634858782,0.008357239045763458,2,0
0.0,0.2013985310246466,0.008055941240985864,2,0
0.0,0.1909592376050989,0.008813503274081489,2,0
0.0029314502051035725,0.2198587653827679,0.008794350615310717,2,0
0.005600912214473768,0.21283466415000318,0.016802736643421304,2,0
0.002848643575530931,0.2535292782222529,0.005697287151061862,2,0
0.0,0.2925571665160161,0.017553429990960965,2,0
0.0,0.32158744768536385,0.002679895397378032,2,0
0.0030809504148259876,0.11707611576338753,0.021566652903781913,2,0
0.008720740393297264,0.21801850983243157,0.008720740393297264,2,0
0.0,0.5274747717960445,0.02370673131667616,0,1
0.0,0.6282306263638806,0.020103380043644183,0,1
0.0,0.5346138342216965,0.01069227668443393,0,1
0.0,0.31593520422561283,0.015796760211280642,2,0
0.0030671041855758114,0.1073486464951534,0.009201312556727433,2,0
0.0,0.9067936921243267,0.03886258680532829,1,1
0.0,0.8237223566370531,0.012672651640570047,1,1
0.0,0.9778413455669459,0.013037884607559279,1,1
0.0025998846351487515,0.5199769270297503,0.018199192446041262,0,1
0.0,0.3891412543810178,0.007075295534200323,0,0
0.014535114921632173,0.7994313206897695,0.029070229843264347,1,1
0.0027374296865548364,0.09581003902941927,0.0027374296865548364,2,0
0.0032400316458181247,0.16524161393672435,0.0032400316458181247,2,0
0.0,0.20445920088352737,0.10222960044176368,2,0
0.002907650660053638,0.13084427970241372,0.005815301320107276,2,0
0.0,0.1689445010936462,0.1469082618205619,2,0
0.0,0.6444368709639019,0.028641638709506752,0,1
0.0,0.3026414681651754,0.012105658726607018,2,0
0.0,0.953243619028226,0.043329255410373906,1,1
0.0027172583781571356,0.2581395459249279,0.0027172583781571356,2,0
0.0,0.3566368467857225,0.06657221140000154,2,0
0.0026937166155285176,0.08081149846585553,0.0026937166155285176,2,0
